,Unnamed: 0.1,Unnamed: 0,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,milliseconds_numeric
1387,1387,4028,4029,208,35,3,3,1,1,1,1,10.0,72,1:36:06.990,5766990,\N,\N,\N,\N,1,5766990
1388,1388,4029,4030,208,77,22,8,3,2,2,2,6.0,72,+4.190,5771180,\N,\N,\N,\N,1,5771180
1389,1389,4030,4031,208,44,20,14,5,3,3,3,4.0,72,+15.870,5782860,\N,\N,\N,\N,1,5782860
1390,1390,4031,4032,208,57,1,9,4,4,4,4,3.0,72,+33.033,5800023,\N,\N,\N,\N,1,5800023
1391,1391,4032,4033,208,30,6,5,2,5,5,5,2.0,72,+33.731,5800721,\N,\N,\N,\N,1,5800721
1392,1392,4033,4034,208,55,22,7,6,6,6,6,1.0,72,+34.020,5801010,\N,\N,\N,\N,1,5801010
1393,1393,4034,4035,208,65,15,16,13,7,7,7,0.0,72,+50.912,5817902,\N,\N,\N,\N,1,5817902
1394,1394,4035,4036,208,21,17,12,7,8,8,8,0.0,72,+1:00.639,5827629,\N,\N,\N,\N,1,5827629
1395,1395,4036,4037,208,49,3,4,8,9,9,9,0.0,72,+1:15.402,5842392,\N,\N,\N,\N,1,5842392
1396,1396,4050,4051,209,35,3,3,1,1,1,1,10.0,72,1:52:01.715,6721715,\N,\N,\N,\N,1,6721715
1397,1397,4051,4052,209,56,6,6,7,2,2,2,6.0,72,+0.979,6722694,\N,\N,\N,\N,1,6722694
1398,1398,4052,4053,209,23,17,11,6,3,3,3,4.0,72,+12.089,6733804,\N,\N,\N,\N,1,6733804
1399,1399,4053,4054,209,65,15,16,8,4,4,4,3.0,72,+29.919,6751634,\N,\N,\N,\N,1,6751634
1400,1400,4054,4055,209,57,1,9,17,5,5,5,2.0,72,+30.351,6752066,\N,\N,\N,\N,1,6752066
1401,1401,4055,4056,209,77,22,8,12,6,6,6,1.0,72,+31.393,6753108,\N,\N,\N,\N,1,6753108
1402,1402,4056,4057,209,55,22,7,11,7,7,7,0.0,72,+46.359,6768074,\N,\N,\N,\N,1,6768074
1403,1403,4072,4073,210,49,3,4,2,1,1,1,10.0,62,1:31:00.673,5460673,\N,\N,\N,\N,1,5460673
1404,1404,4073,4074,210,30,6,5,3,2,2,2,6.0,62,+1.237,5461910,\N,\N,\N,\N,1,5461910
1405,1405,4074,4075,210,56,6,6,9,3,3,3,4.0,62,+1:18.343,5539016,\N,\N,\N,\N,1,5539016
1406,1406,4075,4076,210,21,17,12,6,4,4,4,3.0,62,+1:23.388,5544061,\N,\N,\N,\N,1,5544061
1407,1407,4094,4095,211,30,6,5,2,1,1,1,10.0,62,2:00:05.654,7205654,\N,\N,\N,\N,1,7205654
1408,1408,4095,4096,211,22,24,22,10,2,2,2,6.0,62,+53.306,7258960,\N,\N,\N,\N,1,7258960
1409,1409,4096,4097,211,56,6,6,15,3,3,3,4.0,62,+1:22.108,7287762,\N,\N,\N,\N,1,7287762
1410,1410,4097,4098,211,44,20,14,12,4,4,4,3.0,62,+1:44.402,7310056,\N,\N,\N,\N,1,7310056
1411,1411,4116,4117,212,35,3,3,1,1,1,1,10.0,64,1:30:35.896,5435896,\N,\N,\N,\N,1,5435896
1412,1412,4117,4118,212,44,20,14,12,2,2,2,6.0,64,+5.804,5441700,\N,\N,\N,\N,1,5441700
1413,1413,4118,4119,212,55,22,7,4,3,3,3,4.0,64,+12.534,5448430,\N,\N,\N,\N,1,5448430
1414,1414,4119,4120,212,30,6,5,7,4,4,4,3.0,64,+17.979,5453875,\N,\N,\N,\N,1,5453875
1415,1415,4120,4121,212,65,15,16,10,5,5,5,2.0,64,+27.986,5463882,\N,\N,\N,\N,1,5463882
1416,1416,4121,4122,212,14,1,10,3,6,6,6,1.0,64,+29.744,5465640,\N,\N,\N,\N,1,5465640
1417,1417,4122,4123,212,57,1,9,5,7,7,7,0.0,64,+48.785,5484681,\N,\N,\N,\N,1,5484681
1418,1418,4123,4124,212,49,3,4,2,8,8,8,0.0,64,+1:04.139,5500035,\N,\N,\N,\N,1,5500035
1419,1419,4124,4125,212,21,17,12,8,9,9,9,0.0,64,+1:04.767,5500663,\N,\N,\N,\N,1,5500663
1420,1420,4125,4126,212,77,22,8,6,10,10,10,0.0,64,+1:05.670,5501566,\N,\N,\N,\N,1,5501566
1421,1421,4138,4139,213,30,6,5,1,1,1,1,10.0,54,1:17:40.646,4660646,\N,\N,\N,\N,1,4660646
1422,1422,4139,4140,213,55,22,7,8,2,2,2,6.0,54,+2.565,4663211,\N,\N,\N,\N,1,4663211
1423,1423,4140,4141,213,21,17,12,6,3,3,3,4.0,54,+3.219,4663865,\N,\N,\N,\N,1,4663865
1424,1424,4141,4142,213,49,3,4,4,4,4,4,3.0,54,+3.768,4664414,\N,\N,\N,\N,1,4664414
1425,1425,4142,4143,213,65,15,16,13,5,5,5,2.0,54,+4.716,4665362,\N,\N,\N,\N,1,4665362
1426,1426,4143,4144,213,75,20,15,19,6,6,6,1.0,54,+36.701,4697347,\N,\N,\N,\N,1,4697347
1427,1427,4144,4145,213,14,1,10,5,7,7,7,0.0,54,+37.753,4698399,\N,\N,\N,\N,1,4698399
1428,1428,4160,4161,214,30,6,5,1,1,1,1,10.0,72,1:38:50.492,5930492,\N,\N,\N,\N,1,5930492
1429,1429,4161,4162,214,49,3,4,2,2,2,2,6.0,72,+23.537,5954029,\N,\N,\N,\N,1,5954029
1430,1430,4162,4163,214,56,6,6,5,3,3,3,4.0,72,+1:14.801,6005293,\N,\N,\N,\N,1,6005293
1431,1431,4163,4164,214,35,3,3,4,4,4,4,3.0,72,+1:21.784,6012276,\N,\N,\N,\N,1,6012276
1432,1432,4164,4165,214,55,22,7,8,5,5,5,2.0,72,+1:22.735,6013227,\N,\N,\N,\N,1,6013227
1433,1433,4165,4166,214,23,17,11,3,6,6,6,1.0,72,+1:29.871,6020363,\N,\N,\N,\N,1,6020363
1434,1434,4182,4183,215,35,3,3,1,1,1,1,10.0,59,1:28:01.665,5281665,\N,\N,\N,\N,1,5281665
1435,1435,4183,4184,215,55,22,7,11,2,2,2,6.0,59,+10.205,5291870,\N,\N,\N,\N,1,5291870
1436,1436,4184,4185,215,25,22,8,8,3,3,3,4.0,59,+11.296,5292961,\N,\N,\N,\N,1,5292961
1437,1437,4185,4186,215,14,1,10,6,4,4,4,3.0,59,+31.229,5312894,\N,\N,\N,\N,1,5312894
1438,1438,4186,4187,215,23,17,11,5,5,5,5,2.0,59,+31.880,5313545,\N,\N,\N,\N,1,5313545
1439,1439,4187,4188,215,71,21,1,12,6,6,6,1.0,59,+1:13.552,5355217,\N,\N,\N,\N,1,5355217
1440,1440,4204,4205,216,77,22,8,1,1,1,1,10.0,45,1:20:59.046,4859046,\N,\N,\N,\N,1,4859046
1441,1441,4205,4206,216,30,6,5,4,2,2,2,6.0,45,+17.527,4876573,\N,\N,\N,\N,1,4876573
1442,1442,4206,4207,216,57,1,9,3,3,3,3,4.0,45,+24.770,4883816,\N,\N,\N,\N,1,4883816
1443,1443,4207,4208,216,15,20,14,11,4,4,4,3.0,45,+27.165,4886211,\N,\N,\N,\N,1,4886211
1444,1444,4208,4209,216,23,17,11,7,5,5,5,2.0,45,+29.995,4889041,\N,\N,\N,\N,1,4889041
1445,1445,4209,4210,216,55,22,7,6,6,6,6,1.0,45,+34.717,4893763,\N,\N,\N,\N,1,4893763
1446,1446,4210,4211,216,75,20,15,17,7,7,7,0.0,45,+1:19.722,4938768,\N,\N,\N,\N,1,4938768
1447,1447,4226,4227,217,35,3,3,2,1,1,1,10.0,77,1:45:47.149,6347149,\N,\N,\N,\N,1,6347149
1448,1448,4227,4228,217,71,21,1,3,2,2,2,6.0,77,+9.079,6356228,\N,\N,\N,\N,1,6356228
1449,1449,4228,4229,217,65,15,16,10,3,3,3,4.0,77,+20.445,6367594,\N,\N,\N,\N,1,6367594
1450,1450,4229,4230,217,30,6,5,1,4,4,4,3.0,77,+30.501,6377650,\N,\N,\N,\N,1,6377650
1451,1451,4230,4231,217,23,17,11,14,5,5,5,2.0,77,+30.715,6377864,\N,\N,\N,\N,1,6377864
1452,1452,4231,4232,217,75,20,15,16,6,6,6,1.0,77,+41.512,6388661,\N,\N,\N,\N,1,6388661
1453,1453,4232,4233,217,15,20,14,12,7,7,7,0.0,77,+1:15.552,6422701,\N,\N,\N,\N,1,6422701
1454,1454,4233,4234,217,77,22,8,7,8,8,8,0.0,77,+1:16.409,6423558,\N,\N,\N,\N,1,6423558
1455,1455,4248,4249,218,30,6,5,3,1,1,1,10.0,44,1:33:46.717,5626717,\N,\N,\N,\N,1,5626717
1456,1456,4249,4250,218,21,17,12,4,2,2,2,6.0,44,+26.753,5653470,\N,\N,\N,\N,1,5653470
1457,1457,4250,4251,218,49,3,4,7,3,3,3,4.0,44,+32.147,5658864,\N,\N,\N,\N,1,5658864
1458,1458,4251,4252,218,65,15,16,11,4,4,4,3.0,44,+39.025,5665742,\N,\N,\N,\N,1,5665742
1459,1459,4252,4253,218,35,3,3,1,5,5,5,2.0,44,+42.103,5668820,\N,\N,\N,\N,1,5668820
1460,1460,4253,4254,218,77,22,8,15,6,6,6,1.0,44,+1:03.741,5690458,\N,\N,\N,\N,1,5690458
1461,1461,4254,4255,218,64,21,2,8,7,7,7,0.0,44,+1:25.931,5712648,\N,\N,\N,\N,1,5712648
1462,1462,4255,4256,218,55,22,7,2,8,8,8,0.0,44,+1:42.008,5728725,\N,\N,\N,\N,1,5728725
1463,1463,4256,4257,218,81,15,17,13,9,9,9,0.0,44,+1:42.582,5729299,\N,\N,\N,\N,1,5729299
1464,1464,4270,4271,219,14,1,10,6,1,1,1,10.0,53,1:17:04.609,4624609,\N,\N,\N,\N,1,4624609
1465,1465,4271,4272,219,55,22,7,1,2,2,2,6.0,53,+1.937,4626546,\N,\N,\N,\N,1,4626546
1466,1466,4272,4273,219,49,3,4,2,3,3,3,4.0,53,+4.343,4628952,\N,\N,\N,\N,1,4628952
1467,1467,4273,4274,219,21,17,12,3,4,4,4,3.0,53,+5.871,4630480,\N,\N,\N,\N,1,4630480
1468,1468,4274,4275,219,35,3,3,4,5,5,5,2.0,53,+6.416,4631025,\N,\N,\N,\N,1,4631025
1469,1469,4275,4276,219,30,6,5,9,6,6,6,1.0,53,+11.481,4636090,\N,\N,\N,\N,1,4636090
1470,1470,4276,4277,219,77,22,8,7,7,7,7,0.0,53,+12.471,4637080,\N,\N,\N,\N,1,4637080
1471,1471,4277,4278,219,56,6,6,10,8,8,8,0.0,53,+17.639,4642248,\N,\N,\N,\N,1,4642248
1472,1472,4278,4279,219,57,1,9,5,9,9,9,0.0,53,+49.373,4673982,\N,\N,\N,\N,1,4673982
1473,1473,4279,4280,219,15,20,14,16,10,10,10,0.0,53,+1:02.706,4687315,\N,\N,\N,\N,1,4687315
1474,1474,4280,4281,219,75,20,15,15,11,11,11,0.0,53,+1:03.327,4687936,\N,\N,\N,\N,1,4687936
1475,1475,4292,4293,220,35,3,3,1,1,1,1,10.0,71,1:27:35.999,5255999,\N,\N,\N,\N,1,5255999
1476,1476,4293,4294,220,14,1,10,10,2,2,2,6.0,71,+2.909,5258908,\N,\N,\N,\N,1,5258908
1477,1477,4294,4295,220,49,3,4,4,3,3,3,4.0,71,+3.962,5259961,\N,\N,\N,\N,1,5259961
1478,1478,4295,4296,220,21,17,12,14,4,4,4,3.0,71,+12.127,5268126,\N,\N,\N,\N,1,5268126
1479,1479,4296,4297,220,23,17,11,11,5,5,5,2.0,71,+31.859,5287858,\N,\N,\N,\N,1,5287858
1480,1480,4297,4298,220,30,6,5,9,6,6,6,1.0,71,+33.410,5289409,\N,\N,\N,\N,1,5289409
1481,1481,4298,4299,220,71,21,1,7,7,7,7,0.0,71,+37.207,5293206,\N,\N,\N,\N,1,5293206
1482,1482,4299,4300,220,65,15,16,12,8,8,8,0.0,71,+49.057,5305056,\N,\N,\N,\N,1,5305056
1483,1483,4300,4301,220,81,15,17,13,9,9,9,0.0,71,+1:06.455,5322454,\N,\N,\N,\N,1,5322454
1484,1484,4314,4315,221,35,3,3,2,1,1,1,10.0,67,1:31:27.843,5487843,\N,\N,\N,\N,1,5487843
1485,1485,4315,4316,221,55,22,7,10,2,2,2,6.0,67,+11.770,5499613,\N,\N,\N,\N,1,5499613
1486,1486,4316,4317,221,49,3,4,3,3,3,3,4.0,67,+13.480,5501323,\N,\N,\N,\N,1,5501323
1487,1487,4317,4318,221,77,22,8,7,4,4,4,3.0,67,+16.416,5504259,\N,\N,\N,\N,1,5504259
1488,1488,4318,4319,221,64,21,2,15,5,5,5,2.0,67,+43.147,5530990,\N,\N,\N,\N,1,5530990
1489,1489,4319,4320,221,44,20,14,11,6,6,6,1.0,67,+43.750,5531593,\N,\N,\N,\N,1,5531593
1490,1490,4320,4321,221,65,15,16,16,7,7,7,0.0,67,+44.354,5532197,\N,\N,\N,\N,1,5532197
1491,1491,4321,4322,221,71,21,1,13,8,8,8,0.0,67,+44.777,5532620,\N,\N,\N,\N,1,5532620
1492,1492,4336,4337,222,30,6,5,2,1,1,1,10.0,53,1:29:48.446,5388446,\N,\N,\N,\N,1,5388446
1493,1493,4337,4338,222,49,3,4,6,2,2,2,6.0,53,+1.378,5389824,\N,\N,\N,\N,1,5389824
1494,1494,4338,4339,222,56,6,6,3,3,3,3,4.0,53,+26.384,5414830,\N,\N,\N,\N,1,5414830
1495,1495,4339,4340,222,57,1,9,4,4,4,4,3.0,53,+27.129,5415575,\N,\N,\N,\N,1,5415575
1496,1496,4340,4341,222,55,22,7,7,5,5,5,2.0,53,+40.403,5428849,\N,\N,\N,\N,1,5428849
1497,1497,4341,4342,222,65,15,16,8,6,6,6,1.0,53,+41.630,5430076,\N,\N,\N,\N,1,5430076
1498,1498,4342,4343,222,21,17,12,9,7,7,7,0.0,53,+56.825,5445271,\N,\N,\N,\N,1,5445271
1499,1499,4343,4344,222,77,22,8,5,8,8,8,0.0,53,+1:00.429,5448875,\N,\N,\N,\N,1,5448875
1500,1500,4344,4345,222,23,17,11,13,9,9,9,0.0,53,+1:22.036,5470482,\N,\N,\N,\N,1,5470482
1501,1501,4358,4359,223,57,1,9,5,1,1,1,10.0,69,1:38:57.771,5937771,\N,\N,\N,\N,1,5937771
1502,1502,4359,4360,223,14,1,10,6,2,2,2,6.0,69,+1.654,5939425,\N,\N,\N,\N,1,5939425
1503,1503,4360,4361,223,35,3,3,1,3,3,3,4.0,69,+1.803,5939574,\N,\N,\N,\N,1,5939574
1504,1504,4361,4362,223,77,22,8,8,4,4,4,3.0,69,+1.919,5939690,\N,\N,\N,\N,1,5939690
1505,1505,4362,4363,223,56,6,6,7,5,5,5,2.0,69,+3.789,5941560,\N,\N,\N,\N,1,5941560
1506,1506,4363,4364,223,49,3,4,3,6,6,6,1.0,69,+4.537,5942308,\N,\N,\N,\N,1,5942308
1507,1507,4364,4365,223,44,20,14,9,7,7,7,0.0,69,+1:07.145,6004916,\N,\N,\N,\N,1,6004916
1508,1508,4365,4366,223,65,15,16,14,8,8,8,0.0,69,+1:12.961,6010732,\N,\N,\N,\N,1,6010732
1509,1509,4366,4367,223,76,24,23,11,9,9,9,0.0,69,+1:17.487,6015258,\N,\N,\N,\N,1,6015258
1510,1510,4367,4368,223,75,20,15,15,10,10,10,0.0,69,+1:18.215,6015986,\N,\N,\N,\N,1,6015986
1511,1511,4380,4381,224,71,3,5,2,1,1,1,10.0,58,1:32:50.4,5570400,\N,\N,\N,\N,1,5570400
1512,1512,4381,4382,224,35,3,6,1,2,2,2,6.0,58,+38.020,5608420,\N,\N,\N,\N,1,5608420
1513,1513,4382,4383,224,56,6,2,3,3,3,3,4.0,58,+1:02.571,5632971,\N,\N,\N,\N,1,5632971
1514,1514,4383,4384,224,77,22,4,7,4,4,4,3.0,58,+1:17.037,5647437,\N,\N,\N,\N,1,5647437
1515,1515,4384,4385,224,57,1,7,5,5,5,5,2.0,58,+1:35.071,5665471,\N,\N,\N,\N,1,5665471
1516,1516,4402,4403,225,71,3,5,1,1,1,1,10.0,71,1:49:52.976,6592976,\N,\N,\N,\N,1,6592976
1517,1517,4403,4404,225,55,22,3,5,2,2,2,6.0,71,+17.982,6610958,\N,\N,\N,\N,1,6610958
1518,1518,4424,4425,226,71,3,5,1,1,1,1,10.0,72,1:54:55.322,6895322,\N,\N,\N,\N,1,6895322
1519,1519,4425,4426,226,35,3,6,3,2,2,2,6.0,72,+12.167,6907489,\N,\N,\N,\N,1,6907489
1520,1520,4426,4427,226,55,22,3,4,3,3,3,4.0,72,+14.754,6910076,\N,\N,\N,\N,1,6910076
1521,1521,4427,4428,226,22,17,11,6,4,4,4,3.0,72,+55.131,6950453,\N,\N,\N,\N,1,6950453
1522,1522,4428,4429,226,56,6,2,10,5,5,5,2.0,72,+1:04.991,6960313,\N,\N,\N,\N,1,6960313
1523,1523,4429,4430,226,50,29,17,7,6,6,6,1.0,72,+1:08.913,6964235,\N,\N,\N,\N,1,6964235
1524,1524,4430,4431,226,14,1,8,9,7,7,7,0.0,72,+1:13.400,6968722,\N,\N,\N,\N,1,6968722
1525,1525,4431,4432,226,44,27,9,12,8,8,8,0.0,72,+1:14.295,6969617,\N,\N,\N,\N,1,6969617
1526,1526,4446,4447,227,35,3,6,2,1,1,1,10.0,67,1:33:26.473,5606473,\N,\N,\N,\N,1,5606473
1527,1527,4447,4448,227,30,6,1,3,2,2,2,6.0,67,+0.762,5607235,\N,\N,\N,\N,1,5607235
1528,1528,4448,4449,227,14,1,8,6,3,3,3,4.0,67,+32.834,5639307,\N,\N,\N,\N,1,5639307
1529,1529,4449,4450,227,71,3,5,1,4,4,4,3.0,67,+33.511,5639984,\N,\N,\N,\N,1,5639984
1530,1530,4450,4451,227,22,17,11,5,5,5,5,2.0,67,+33.713,5640186,\N,\N,\N,\N,1,5640186
1531,1531,4451,4452,227,84,17,12,11,6,6,6,1.0,67,+55.567,5662040,\N,\N,\N,\N,1,5662040
1532,1532,4452,4453,227,65,15,14,12,7,7,7,0.0,67,+1:18.027,5684500,\N,\N,\N,\N,1,5684500
1533,1533,4453,4454,227,57,1,7,9,8,8,8,0.0,67,+1:18.438,5684911,\N,\N,\N,\N,1,5684911
1534,1534,4454,4455,227,77,22,4,8,9,9,9,0.0,67,+1:21.061,5687534,\N,\N,\N,\N,1,5687534
1535,1535,4468,4469,228,71,3,5,2,1,1,1,10.0,63,1:35:26.156,5726156,\N,\N,\N,\N,1,5726156
1536,1536,4469,4470,228,30,6,1,1,2,2,2,6.0,63,+16.460,5742616,\N,\N,\N,\N,1,5742616
1537,1537,4470,4471,228,77,22,4,7,3,3,3,4.0,63,+46.891,5773047,\N,\N,\N,\N,1,5773047
1538,1538,4471,4472,228,56,6,2,6,4,4,4,3.0,63,+1:01.583,5787739,\N,\N,\N,\N,1,5787739
1539,1539,4472,4473,228,22,17,11,9,5,5,5,2.0,63,+1:18.490,5804646,\N,\N,\N,\N,1,5804646
1540,1540,4490,4491,229,44,27,9,14,1,1,1,10.0,75,2:00:45.629,7245629,\N,\N,\N,\N,1,7245629
1541,1541,4491,4492,229,14,1,8,5,2,2,2,6.0,75,+4.828,7250457,\N,\N,\N,\N,1,7250457
1542,1542,4492,4493,229,65,15,14,13,3,3,3,4.0,75,+37.503,7283132,\N,\N,\N,\N,1,7283132
1543,1543,4512,4513,230,30,6,1,3,1,1,1,10.0,65,1:59:49.307,7189307,\N,\N,\N,\N,1,7189307
1544,1544,4513,4514,230,55,22,3,4,2,2,2,6.0,65,+45.302,7234609,\N,\N,\N,\N,1,7234609
1545,1545,4514,4515,230,35,3,6,2,3,3,3,4.0,65,+48.388,7237695,\N,\N,\N,\N,1,7237695
1546,1546,4534,4535,231,71,3,5,1,1,1,1,10.0,69,1:36:03.4,5763400,\N,\N,\N,\N,1,5763400
1547,1547,4535,4536,231,35,3,6,2,2,2,2,6.0,69,+4.183,5767583,\N,\N,\N,\N,1,5767583
1548,1548,4536,4537,231,55,22,3,4,3,3,3,4.0,69,+54.656,5818056,\N,\N,\N,\N,1,5818056
1549,1549,4537,4538,231,14,1,8,10,4,4,4,3.0,69,+63.673,5827073,\N,\N,\N,\N,1,5827073
1550,1550,4556,4557,232,71,3,5,2,1,1,1,10.0,72,1:36:29.2,5789200,\N,\N,\N,\N,1,5789200
1551,1551,4557,4558,232,35,3,6,6,2,2,2,6.0,72,+8.127,5797327,\N,\N,\N,\N,1,5797327
1552,1552,4558,4559,232,55,22,3,3,3,3,3,4.0,72,+46.442,5835642,\N,\N,\N,\N,1,5835642
1553,1553,4559,4560,232,77,22,4,4,4,4,4,3.0,72,+46.859,5836059,\N,\N,\N,\N,1,5836059
1554,1554,4560,4561,232,57,1,7,5,5,5,5,2.0,72,+62.774,5851974,\N,\N,\N,\N,1,5851974
1555,1555,4578,4579,233,35,3,6,2,1,1,1,10.0,61,1:33:00.874,5580874,\N,\N,\N,\N,1,5580874
1556,1556,4579,4580,233,77,22,4,7,2,2,2,6.0,61,+19.026,5599900,\N,\N,\N,\N,1,5599900
1557,1557,4580,4581,233,57,1,7,4,3,3,3,4.0,61,+50.830,5631704,\N,\N,\N,\N,1,5631704
1558,1558,4581,4582,233,22,17,11,6,4,4,4,3.0,61,+66.716,5647590,\N,\N,\N,\N,1,5647590
1559,1559,4582,4583,233,14,1,8,9,5,5,5,2.0,61,+82.507,5663381,\N,\N,\N,\N,1,5663381
1560,1560,4600,4601,234,71,3,5,1,1,1,1,10.0,45,1:21:43.417,4903417,\N,\N,\N,\N,1,4903417
1561,1561,4601,4602,234,55,22,3,5,2,2,2,6.0,45,+11.452,4914869,\N,\N,\N,\N,1,4914869
1562,1562,4602,4603,234,35,3,6,6,3,3,3,4.0,45,+33.926,4937343,\N,\N,\N,\N,1,4937343
1563,1563,4603,4604,234,30,6,1,3,4,4,4,3.0,45,+41.517,4944934,\N,\N,\N,\N,1,4944934
1564,1564,4604,4605,234,14,1,8,7,5,5,5,2.0,45,+42.196,4945613,\N,\N,\N,\N,1,4945613
1565,1565,4605,4606,234,22,17,11,9,6,6,6,1.0,45,+102.099,5005516,\N,\N,\N,\N,1,5005516
1566,1566,4606,4607,234,44,27,9,12,7,7,7,0.0,45,+103.912,5007329,\N,\N,\N,\N,1,5007329
1567,1567,4620,4621,235,35,3,6,3,1,1,1,10.0,77,1:46:21.134,6381134,\N,\N,\N,\N,1,6381134
1568,1568,4621,4622,235,71,3,5,2,2,2,2,6.0,77,+0.771,6381905,\N,\N,\N,\N,1,6381905
1569,1569,4622,4623,235,55,22,3,5,3,3,3,4.0,77,+84.212,6465346,\N,\N,\N,\N,1,6465346
1570,1570,4640,4641,236,30,6,1,3,1,1,1,10.0,44,1:28:15.125,5295125,\N,\N,\N,\N,1,5295125
1571,1571,4641,4642,236,35,3,6,1,2,2,2,6.0,44,+5.602,5300727,\N,\N,\N,\N,1,5300727
1572,1572,4642,4643,236,57,1,7,6,3,3,3,4.0,44,+15.710,5310835,\N,\N,\N,\N,1,5310835
1573,1573,4643,4644,236,55,22,3,7,4,4,4,3.0,44,+19.125,5314250,\N,\N,\N,\N,1,5314250
1574,1574,4644,4645,236,71,3,5,2,5,5,5,2.0,44,+29.179,5324304,\N,\N,\N,\N,1,5324304
1575,1575,4645,4646,236,77,22,4,5,6,6,6,1.0,44,+29.896,5325021,\N,\N,\N,\N,1,5325021
1576,1576,4646,4647,236,63,25,19,13,7,7,7,0.0,44,+60.754,5355879,\N,\N,\N,\N,1,5355879
1577,1577,4647,4648,236,79,25,18,17,8,8,8,0.0,44,+100.227,5395352,\N,\N,\N,\N,1,5395352
1578,1578,4660,4661,237,30,6,1,3,1,1,1,10.0,53,1:17:43.632,4663632,\N,\N,\N,\N,1,4663632
1579,1579,4661,4662,237,55,22,3,6,2,2,2,6.0,53,+18.265,4681897,\N,\N,\N,\N,1,4681897
1580,1580,4662,4663,237,57,1,7,4,3,3,3,4.0,53,+66.635,4730267,\N,\N,\N,\N,1,4730267
1581,1581,4663,4664,237,84,17,12,9,4,4,4,3.0,53,+85.217,4748849,\N,\N,\N,\N,1,4748849
1582,1582,4664,4665,237,22,17,11,10,5,5,5,2.0,53,+85.475,4749107,\N,\N,\N,\N,1,4749107
1583,1583,4680,4681,238,35,3,6,2,1,1,1,10.0,70,1:40:22.915,6022915,\N,\N,\N,\N,1,6022915
1584,1584,4681,4682,238,71,3,5,1,2,2,2,6.0,70,+19.966,6042881,\N,\N,\N,\N,1,6042881
1585,1585,4682,4683,238,30,6,1,4,3,3,3,4.0,70,+53.765,6076680,\N,\N,\N,\N,1,6076680
1586,1586,4683,4684,238,55,22,3,3,4,4,4,3.0,70,+55.109,6078024,\N,\N,\N,\N,1,6078024
1587,1587,4684,4685,238,56,6,2,6,5,5,5,2.0,70,+87.389,6110304,\N,\N,\N,\N,1,6110304
1588,1588,4685,4686,238,77,22,4,5,6,6,6,1.0,70,+93.141,6116056,\N,\N,\N,\N,1,6116056
1589,1589,4700,4701,239,71,3,5,2,1,1,1,10.0,52,1:32:33.791,5553791,\N,\N,\N,\N,1,5553791
1590,1590,4701,4702,239,30,6,1,3,2,2,2,6.0,52,+1.883,5555674,\N,\N,\N,\N,1,5555674
1591,1591,4702,4703,239,57,1,7,5,3,3,3,4.0,52,+3.212,5557003,\N,\N,\N,\N,1,5557003
1592,1592,4703,4704,239,77,22,4,4,4,4,4,3.0,52,+26.526,5580317,\N,\N,\N,\N,1,5580317
1593,1593,4704,4705,239,84,17,12,10,5,5,5,2.0,52,+67.120,5620911,\N,\N,\N,\N,1,5620911
1594,1594,4705,4706,239,49,15,15,7,6,6,6,1.0,52,+81.186,5634977,\N,\N,\N,\N,1,5634977
1595,1595,4706,4707,239,44,27,9,12,7,7,7,0.0,52,+84.510,5638301,\N,\N,\N,\N,1,5638301
1596,1596,4707,4708,239,14,1,8,8,8,8,8,0.0,52,+85.233,5639024,\N,\N,\N,\N,1,5639024
1597,1597,4708,4709,239,22,17,11,11,9,9,9,0.0,52,+101.065,5654856,\N,\N,\N,\N,1,5654856
1598,1598,4709,4710,239,65,15,14,13,10,10,10,0.0,52,+101.799,5655590,\N,\N,\N,\N,1,5655590
1599,1599,4720,4721,240,30,22,1,2,1,1,1,10.0,71,1:38:34.154,5914154,\N,\N,\N,\N,1,5914154
1600,1600,4721,4722,240,14,3,6,3,2,2,2,6.0,71,+11.060,5925214,\N,\N,\N,\N,1,5925214
1601,1601,4746,4747,241,71,3,5,2,1,1,1,10.0,72,1:53:14.532,6794532,\N,\N,\N,\N,1,6794532
1602,1602,4747,4748,241,55,6,27,6,2,2,2,6.0,72,+6.407,6800939,\N,\N,\N,\N,1,6800939
1603,1603,4748,4749,241,30,22,1,3,3,3,3,4.0,72,+33.376,6827908,\N,\N,\N,\N,1,6827908
1604,1604,4772,4773,242,71,3,5,4,1,1,1,10.0,63,1:41:42.522,6102522,\N,\N,\N,\N,1,6102522
1605,1605,4773,4774,242,55,6,27,5,2,2,2,6.0,63,+18.510,6121032,\N,\N,\N,\N,1,6121032
1606,1606,4774,4775,242,77,6,28,2,3,3,3,4.0,63,+43.116,6145638,\N,\N,\N,\N,1,6145638
1607,1607,4775,4776,242,14,3,6,3,4,4,4,3.0,63,+51.890,6154412,\N,\N,\N,\N,1,6154412
1608,1608,4798,4799,243,30,22,1,1,1,1,1,10.0,65,1:34:20.507,5660507,\N,\N,\N,\N,1,5660507
1609,1609,4799,4800,243,65,22,2,7,2,2,2,6.0,65,+51.988,5712495,\N,\N,\N,\N,1,5712495
1610,1610,4800,4801,243,77,6,28,3,3,3,3,4.0,65,+1:05.237,5725744,\N,\N,\N,\N,1,5725744
